Adam_Sandler/Adam_Sandler_0001.jpg,Adam Sandler,67,80,175,187
Adam_Sandler/Adam_Sandler_0002.jpg,Adam Sandler,79,80,187,187
Adam_Sandler/Adam_Sandler_0003.jpg,Adam Sandler,67,80,175,187
Adam_Sandler/Adam_Sandler_0004.jpg,Adam Sandler,67,80,175,187
Adrien_Brody/Adrien_Brody_0001.jpg,Adrien Brody,79,80,187,187
Adrien_Brody/Adrien_Brody_0002.jpg,Adrien Brody,76,86,165,176
Adrien_Brody/Adrien_Brody_0002.jpg,Adrien Brody,187,95,239,147
Adrien_Brody/Adrien_Brody_0003.jpg,Adrien Brody,76,86,165,176
Adrien_Brody/Adrien_Brody_0004.jpg,Adrien Brody,67,80,175,187
Adrien_Brody/Adrien_Brody_0005.jpg,Adrien Brody,67,68,175,175
Adrien_Brody/Adrien_Brody_0006.jpg,Adrien Brody,76,86,165,176
Adrien_Brody/Adrien_Brody_0007.jpg,Adrien Brody,67,80,175,187
Adrien_Brody/Adrien_Brody_0008.jpg,Adrien Brody,67,80,175,187
Adrien_Brody/Adrien_Brody_0009.jpg,Adrien Brody,76,86,165,176
Adrien_Brody/Adrien_Brody_0010.jpg,Adrien Brody,86,86,175,176
Adrien_Brody/Adrien_Brody_0011.jpg,Adrien Brody,67,80,175,187
Adrien_Brody/Adrien_Brody_0012.jpg,Adrien Brody,67,68,175,175
Al_Gore/Al_Gore_0001.jpg,Al Gore,67,80,175,187
Al_Gore/Al_Gore_0002.jpg,Al Gore,53,67,182,196
Al_Gore/Al_Gore_0003.jpg,Al Gore,67,80,175,187
Al_Gore/Al_Gore_0004.jpg,Al Gore,67,80,175,187
Al_Gore/Al_Gore_0005.jpg,Al Gore,67,80,175,187
Al_Gore/Al_Gore_0006.jpg,Al Gore,67,80,175,187
Al_Gore/Al_Gore_0007.jpg,Al Gore,67,80,175,187
Al_Gore/Al_Gore_0008.jpg,Al Gore,67,80,175,187
Al_Pacino/Al_Pacino_0001.jpg,Al Pacino,67,80,175,187
Al_Pacino/Al_Pacino_0002.jpg,Al Pacino,79,80,187,187
Al_Pacino/Al_Pacino_0003.jpg,Al Pacino,67,80,175,187
Alessandro_Nesta/Alessandro_Nesta_0001.jpg,Alessandro Nesta,67,80,175,187
Alex_Ferguson/Alex_Ferguson_0001.jpg,Alex Ferguson,67,92,175,199
Alexander_Lukashenko/Alexander_Lukashenko_0001.jpg,Alexander Lukashenko,86,86,175,176
Alexandre_Vinokourov/Alexandre_Vinokourov_0001.jpg,Alexandre Vinokourov,67,80,175,187
Alfredo_di_Stefano/Alfredo_di_Stefano_0001.jpg,Alfredo di Stefano,79,80,187,187
Alice_Cooper/001.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/002.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/003.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/004.jpg,Alice Cooper,67,67,196,196
Alice_Cooper/005.jpg,Alice Cooper,53,67,182,196
Alice_Cooper/008.jpg,Alice Cooper,67,67,196,196
Alice_Cooper/009.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/011.jpg,Alice Cooper,53,67,182,196
Alice_Cooper/012.jpg,Alice Cooper,67,67,196,196
Alice_Cooper/013.jpg,Alice Cooper,46,47,201,202
Alice_Cooper/014.jpg,Alice Cooper,53,67,182,196
Alice_Cooper/015.jpg,Alice Cooper,46,47,201,202
Alice_Cooper/016.jpg,Alice Cooper,46,47,201,202
Alice_Cooper/017.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/018.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/019.jpg,Alice Cooper,67,67,196,196
Alice_Cooper/021.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/022.jpg,Alice Cooper,46,47,201,202
Alice_Cooper/024.jpg,Alice Cooper,53,67,182,196
Alice_Cooper/026.jpg,Alice Cooper,67,80,175,187
Alice_Cooper/027.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/028.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/031.jpg,Alice Cooper,53,67,182,196
Alice_Cooper/032.jpg,Alice Cooper,46,64,201,219
Alice_Cooper/033.jpg,Alice Cooper,67,67,196,196
Alice_Cooper/034.jpg,Alice Cooper,67,67,196,196
